,video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,search_term,year,File Name,Content
10,7068855801841978666,2022-02-25T22:30:47,18.0,US,,16.0,3.0,0.0,863.0,Russian planes invade Ukraine 🇺🇦🇺🇦🇺🇦#2022 #ukraine #foryou #war #fighter,False,,sandovalfollie752,sandovalfollie752,,,,,,False,Russian Invasion of Ukraine (2022),2022,@sandovalfollie752_video_7068855801841978666.txt,
11,7068855801841978666,2022-02-25T22:30:47,18.0,US,,16.0,3.0,0.0,863.0,Russian planes invade Ukraine 🇺🇦🇺🇦🇺🇦#2022 #ukraine #foryou #war #fighter,False,,sandovalfollie752,sandovalfollie752,,,,,,False,Russian Invasion of Ukraine (2022),2022,@sandovalfollie752_video_7068855801841978666.txt,
12,7068855801841978666,2022-02-25T22:30:47,18.0,US,,16.0,3.0,0.0,863.0,Russian planes invade Ukraine 🇺🇦🇺🇦🇺🇦#2022 #ukraine #foryou #war #fighter,False,,sandovalfollie752,sandovalfollie752,,,,,,False,Russian Invasion of Ukraine (2022),2022,@sandovalfollie752_video_7068855801841978666.txt,
13,7323345585212280107,2024-01-12T20:15:00,59.0,US,,30400.0,495.0,264.0,588600.0,"Five months after Russia's invasion of Ukraine in 2022, an Asiatic black bear was found at an abandoned zoo in the Donetsk region. Now, the bear has a new permanent home at a Scottish zoo. #news #blackbear #ukraine #scotland",False,,abcnews,ABC News,,,,,,True,Russian Invasion of Ukraine (2022),2022,@abcnews_video_7323345585212280107.txt, 🎵 All right. einzigeBr changeCK LEAVE pes
14,7323345585212280107,2024-01-12T20:15:00,59.0,US,,30400.0,495.0,264.0,588600.0,"Five months after Russia's invasion of Ukraine in 2022, an Asiatic black bear was found at an abandoned zoo in the Donetsk region. Now, the bear has a new permanent home at a Scottish zoo. #news #blackbear #ukraine #scotland",False,,abcnews,ABC News,,,,,,True,Russian Invasion of Ukraine (2022),2022,@abcnews_video_7323345585212280107.txt, 🎵 All right. einzigeBr changeCK LEAVE pes
15,7323345585212280107,2024-01-12T20:15:00,59.0,US,,30400.0,495.0,264.0,588600.0,"Five months after Russia's invasion of Ukraine in 2022, an Asiatic black bear was found at an abandoned zoo in the Donetsk region. Now, the bear has a new permanent home at a Scottish zoo. #news #blackbear #ukraine #scotland",False,,abcnews,ABC News,,,,,,True,Russian Invasion of Ukraine (2022),2022,@abcnews_video_7323345585212280107.txt, 🎵 All right. einzigeBr changeCK LEAVE pes
16,7323345585212280107,2024-01-12T20:15:00,59.0,US,,30400.0,495.0,264.0,588600.0,"Five months after Russia's invasion of Ukraine in 2022, an Asiatic black bear was found at an abandoned zoo in the Donetsk region. Now, the bear has a new permanent home at a Scottish zoo. #news #blackbear #ukraine #scotland",False,,abcnews,ABC News,,,,,,True,Russian Invasion of Ukraine (2022),2022,@abcnews_video_7323345585212280107.txt, 🎵 All right. einzigeBr changeCK LEAVE pes
17,7070140921765023019,2022-03-01T09:37:44,77.0,US,,136000.0,788.0,590.0,1100000.0,1 March 2022 — day six of #Russia war on #Ukraine @viceworldnews,False,,matthewcassel,matthewcassel,,,,,,False,Russian Invasion of Ukraine (2022),2022,@matthewcassel_video_7070140921765023019.txt," Good morning from Kiev. It's snowed overnight and you can see even the barricades that people have been setting up. I've snow on them. This one says stop. Turn off your headlights and these trucks that are moving sand, presumably to create other kind of roadblocks should the Russian forces make it as far in the city. I'm having a little bit of trouble getting around there. The city is quite beautiful this snow. It's been a peaceful morning so far, not too many sounds of explosions or fighting in the distance. So the weekend's curfew has been lifted and since yesterday, at least during the daytime, there's a lot of people moving about town. They're going to the few open supermarkets and pharmacies to get essential needs. Those shops are still entirely closed. And that's a concern for a lot of people here is if the Russians are able to lay a siege to the city as they seem to be aiming for, that it's going to be very difficult to get supplies, food, medicines and other essential goods."
18,7070140921765023019,2022-03-01T09:37:44,77.0,US,,136000.0,788.0,590.0,1100000.0,1 March 2022 — day six of #Russia war on #Ukraine @viceworldnews,False,,matthewcassel,matthewcassel,,,,,,False,Russian Invasion of Ukraine (2022),2022,@matthewcassel_video_7070140921765023019.txt," Good morning from Kiev. It's snowed overnight and you can see even the barricades that people have been setting up. I've snow on them. This one says stop. Turn off your headlights and these trucks that are moving sand, presumably to create other kind of roadblocks should the Russian forces make it as far in the city. I'm having a little bit of trouble getting around there. The city is quite beautiful this snow. It's been a peaceful morning so far, not too many sounds of explosions or fighting in the distance. So the weekend's curfew has been lifted and since yesterday, at least during the daytime, there's a lot of people moving about town. They're going to the few open supermarkets and pharmacies to get essential needs. Those shops are still entirely closed. And that's a concern for a lot of people here is if the Russians are able to lay a siege to the city as they seem to be aiming for, that it's going to be very difficult to get supplies, food, medicines and other essential goods."
19,7070140921765023019,2022-03-01T09:37:44,77.0,US,,136000.0,788.0,590.0,1100000.0,1 March 2022 — day six of #Russia war on #Ukraine @viceworldnews,False,,matthewcassel,matthewcassel,,,,,,False,Russian Invasion of Ukraine (2022),2022,@matthewcassel_video_7070140921765023019.txt," Good morning from Kiev. It's snowed overnight and you can see even the barricades that people have been setting up. I've snow on them. This one says stop. Turn off your headlights and these trucks that are moving sand, presumably to create other kind of roadblocks should the Russian forces make it as far in the city. I'm having a little bit of trouble getting around there. The city is quite beautiful this snow. It's been a peaceful morning so far, not too many sounds of explosions or fighting in the distance. So the weekend's curfew has been lifted and since yesterday, at least during the daytime, there's a lot of people moving about town. They're going to the few open supermarkets and pharmacies to get essential needs. Those shops are still entirely closed. And that's a concern for a lot of people here is if the Russians are able to lay a siege to the city as they seem to be aiming for, that it's going to be very difficult to get supplies, food, medicines and other essential goods."
20,7070140921765023019,2022-03-01T09:37:44,77.0,US,,136000.0,788.0,590.0,1100000.0,1 March 2022 — day six of #Russia war on #Ukraine @viceworldnews,False,,matthewcassel,matthewcassel,,,,,,False,Russian Invasion of Ukraine (2022),2022,@matthewcassel_video_7070140921765023019.txt," Good morning from Kiev. It's snowed overnight and you can see even the barricades that people have been setting up. I've snow on them. This one says stop. Turn off your headlights and these trucks that are moving sand, presumably to create other kind of roadblocks should the Russian forces make it as far in the city. I'm having a little bit of trouble getting around there. The city is quite beautiful this snow. It's been a peaceful morning so far, not too many sounds of explosions or fighting in the distance. So the weekend's curfew has been lifted and since yesterday, at least during the daytime, there's a lot of people moving about town. They're going to the few open supermarkets and pharmacies to get essential needs. Those shops are still entirely closed. And that's a concern for a lot of people here is if the Russians are able to lay a siege to the city as they seem to be aiming for, that it's going to be very difficult to get supplies, food, medicines and other essential goods."
21,7211159439502494981,2023-03-16T11:01:37,12.0,UA,"antonov 225 rebuilt, antonov, an-225 plane, antonov 225 destroyed, Antonov An-225 Mriya, antonov 225 flight, ukraine plane, Airplane, antonov 225 destroyed footage, an 225 landing",182600.0,3999.0,2338.0,1800000.0,🇺🇦 The Antonov An-225 Mriya was destroyed in the Battle of Antonov Airport during the 2022 Russian invasion of Ukraine 💔 More on my IG: lady.adventure_ #ukraine #ukraine🇺🇦 #war #ukrainewar #ukrainenews #ukrainetoday #standwithukraine #fyp #viral,False,,chernobyl_guide,Nataly,,,,,,True,Russian Invasion of Ukraine (2022),2022,@chernobyl_guide_video_7211159439502494981.txt, I'm doing my own thing I'm doing my own thing I'm doing my own thing
22,7211159439502494981,2023-03-16T11:01:37,12.0,UA,"antonov 225 rebuilt, antonov an225 mriya, antonov, an-225 plane, antonov 225 destroyed, antonov 225 flight, ukraine plane, Airplane, antonov 225 destroyed footage, an 225 landing",182600.0,3999.0,2338.0,1800000.0,🇺🇦 The Antonov An-225 Mriya was destroyed in the Battle of Antonov Airport during the 2022 Russian invasion of Ukraine 💔 More on my IG: lady.adventure_ #ukraine #ukraine🇺🇦 #war #ukrainewar #ukrainenews #ukrainetoday #standwithukraine #fyp #viral,False,,chernobyl_guide,Nataly,,,,,,True,Russian Invasion of Ukraine (2022),2022,@chernobyl_guide_video_7211159439502494981.txt, I'm doing my own thing I'm doing my own thing I'm doing my own thing
23,7211159439502494981,2023-03-16T11:01:37,12.0,UA,"antonov 225 rebuilt, antonov an225 mriya, antonov, an-225 plane, antonov 225 destroyed, antonov 225 flight, ukraine plane, Airplane, antonov 225 destroyed footage, an 225 landing",182600.0,3999.0,2338.0,1800000.0,🇺🇦 The Antonov An-225 Mriya was destroyed in the Battle of Antonov Airport during the 2022 Russian invasion of Ukraine 💔 More on my IG: lady.adventure_ #ukraine #ukraine🇺🇦 #war #ukrainewar #ukrainenews #ukrainetoday #standwithukraine #fyp #viral,False,,chernobyl_guide,Nataly,,,,,,True,Russian Invasion of Ukraine (2022),2022,@chernobyl_guide_video_7211159439502494981.txt, I'm doing my own thing I'm doing my own thing I'm doing my own thing
24,7211159439502494981,2023-03-16T11:01:37,12.0,UA,"antonov 225 rebuilt, antonov, antonov an225 mriya, an-225 plane, antonov 225 destroyed, antonov 225 flight, ukraine plane, Airplane, antonov 225 destroyed footage, an 225 landing",182600.0,3999.0,2338.0,1800000.0,🇺🇦 The Antonov An-225 Mriya was destroyed in the Battle of Antonov Airport during the 2022 Russian invasion of Ukraine 💔 More on my IG: lady.adventure_ #ukraine #ukraine🇺🇦 #war #ukrainewar #ukrainenews #ukrainetoday #standwithukraine #fyp #viral,False,,chernobyl_guide,Nataly,,,,,,True,Russian Invasion of Ukraine (2022),2022,@chernobyl_guide_video_7211159439502494981.txt, I'm doing my own thing I'm doing my own thing I'm doing my own thing
25,7203326030935837953,2023-02-23T07:24:02,16.0,AU,,30700.0,1109.0,3524.0,404800.0,1 year into the 3 day operation #ukraine #славаукраїні #путінхуйло🔴⚫🇺🇦 #zelenskyy #russia #putin #kyiv #🇺🇦,False,,loverofoldmen,mashka🇺🇦,,,,,,False,Russian Invasion of Ukraine (2022),2022,@loverofoldmen_video_7203326030935837953.txt, Украина никогда с нами не будет воевать. Это война продлить с волосами. Ну максимум три-четыре.
26,7203326030935837953,2023-02-23T07:24:02,16.0,AU,,30700.0,1109.0,3524.0,404800.0,1 year into the 3 day operation #ukraine #славаукраїні #путінхуйло🔴⚫🇺🇦 #zelenskyy #russia #putin #kyiv #🇺🇦,False,,loverofoldmen,mashka🇺🇦,,,,,,False,Russian Invasion of Ukraine (2022),2022,@loverofoldmen_video_7203326030935837953.txt, Украина никогда с нами не будет воевать. Это война продлить с волосами. Ну максимум три-четыре.
27,7203326030935837953,2023-02-23T07:24:02,16.0,AU,,30700.0,1109.0,3524.0,404800.0,1 year into the 3 day operation #ukraine #славаукраїні #путінхуйло🔴⚫🇺🇦 #zelenskyy #russia #putin #kyiv #🇺🇦,False,,loverofoldmen,mashka🇺🇦,,,,,,False,Russian Invasion of Ukraine (2022),2022,@loverofoldmen_video_7203326030935837953.txt, Украина никогда с нами не будет воевать. Это война продлить с волосами. Ну максимум три-четыре.
28,7203326030935837953,2023-02-23T07:24:02,16.0,AU,,30700.0,1109.0,3524.0,404800.0,1 year into the 3 day operation #ukraine #славаукраїні #путінхуйло🔴⚫🇺🇦 #zelenskyy #russia #putin #kyiv #🇺🇦,False,,loverofoldmen,mashka🇺🇦,,,,,,False,Russian Invasion of Ukraine (2022),2022,@loverofoldmen_video_7203326030935837953.txt, Украина никогда с нами не будет воевать. Это война продлить с волосами. Ну максимум три-четыре.
29,7113160688654208261,2022-06-25T08:56:26,17.0,DE,,647.0,68.0,47.0,39800.0,#ukraine #russia #map #war #foryoupage #xybca #map #empire,False,,berkxy5,Berkay¹⁹⁰⁵,,,,,,False,Russian Invasion of Ukraine (2022),2022,@berkxy5_video_7113160688654208261.txt, Music
30,7113160688654208261,2022-06-25T08:56:26,17.0,DE,,647.0,68.0,47.0,39800.0,#ukraine #russia #map #war #foryoupage #xybca #map #empire,False,,berkxy5,Berkay¹⁹⁰⁵,,,,,,False,Russian Invasion of Ukraine (2022),2022,@berkxy5_video_7113160688654208261.txt, Music
31,7113160688654208261,2022-06-25T08:56:26,17.0,DE,,647.0,68.0,47.0,39800.0,#ukraine #russia #map #war #foryoupage #xybca #map #empire,False,,berkxy5,Berkay¹⁹⁰⁵,,,,,,False,Russian Invasion of Ukraine (2022),2022,@berkxy5_video_7113160688654208261.txt, Music
32,7113160688654208261,2022-06-25T08:56:26,17.0,DE,,647.0,68.0,47.0,39800.0,#ukraine #russia #map #war #foryoupage #xybca #map #empire,False,,berkxy5,Berkay¹⁹⁰⁵,,,,,,False,Russian Invasion of Ukraine (2022),2022,@berkxy5_video_7113160688654208261.txt, Music
33,7203749692080098606,2023-02-24T10:48:08,180.0,US,,9620.0,391.0,231.0,79900.0,"When Russia invaded Ukraine on this day last year, its leaders thought Kyiv would fall in just 18 hours. It did not. In the Kyiv suburb of Bucha, which Vladimir Putin’s forces occupied for a month in March, especially chilling scenes of atrocities against civiilians soon emerged. Our visual investigations team used exclusive phone logs, military files and hundreds of videos to name the Russian unit and commander responsible for killing dozens of people along one street in Bucha.",False,,nytimes,The New York Times,,,,,,True,Russian Invasion of Ukraine (2022),2022,@nytimes_video_7203749692080098606.txt," When Russia invaded Ukraine this day last year, its leaders thought Kiev would fall in just 18 hours. A year later, the devastating war wages on marked by heinous atrocities. Some of the most chilling images came from Butcher, a town that Vladimir Putin's forces occupied in March. Using exclusive phone records, documents, interviews, and thousands of hours of video, we have revealed how a Russian paratrooper unit killed dozens of people on one street in Butcher, Yablonska Street, as they tried to secure a route to the capital. We identified the main unit responsible, the 234th Guards Air Assault Regiment, a paratrooper unit based in Peskov in Western Russia. Wherever they moved, we found conclusive evidence, directly linking that unit and its commanders to the killings of civilians. Vladimir Lizovsky lived by this corner and sometimes filmed the Russians from his attic window. On the morning of March 18, 2022, he filmed Russian soldiers detaining a group of men and then executing them. The three men were Dmitro Shkirinkov, Maxime Kiriev, and with his hands tied behind his back, Alexander Tumak. Soldiers took Maxime's phone and at least 12 of them used it to call Russia just hours after he was killed. We confirmed that at least eight of the soldiers who used Maxime's phone are in the 234th, and our analysis of other calls made to Russia shows that at least 22 soldiers in the 234th used the phones of Ukrainians killed along Yablonska Street. Military commanders can be held accountable if they knew or should have known about the crimes their troops committed. And in Butcher, we know that commanding officers were walking among the dead. The person in charge of the 234th regiment is Archion Gorodilov. Two power troopers with the unit who served in Butcher told us the Gorodilov was there with them. Gorodilov was barely out of Butcher when he was promoted at this public ceremony with the head of the airborne forces, Andrei Serjukov. High-level commanders like Serjukov and Gorodilov's immediate superior, Sergei Cheubarkin, also bear responsibility for these atrocities, whether they were on the ground or not, the killings continued for weeks on their watch and have never been investigated. Butcher is a community still traumatized by Russian violence. The dozens of victims we documented on Yablonska Street are among over 400 people killed in the town in March last year. Cremlin officials have continued to deny what happened, but the evidence is clear. Russian commanders and soldiers from at least one military unit killed civilians for weeks, assuming or perhaps hoping that no one was watching."
34,7203749692080098606,2023-02-24T10:48:08,180.0,US,,9620.0,391.0,231.0,79900.0,"When Russia invaded Ukraine on this day last year, its leaders thought Kyiv would fall in just 18 hours. It did not. In the Kyiv suburb of Bucha, which Vladimir Putin’s forces occupied for a month in March, especially chilling scenes of atrocities against civiilians soon emerged. Our visual investigations team used exclusive phone logs, military files and hundreds of videos to name the Russian unit and commander responsible for killing dozens of people along one street in Bucha.",False,,nytimes,The New York Times,,,,,,True,Russian Invasion of Ukraine (2022),2022,@nytimes_video_7203749692080098606.txt," When Russia invaded Ukraine this day last year, its leaders thought Kiev would fall in just 18 hours. A year later, the devastating war wages on marked by heinous atrocities. Some of the most chilling images came from Butcher, a town that Vladimir Putin's forces occupied in March. Using exclusive phone records, documents, interviews, and thousands of hours of video, we have revealed how a Russian paratrooper unit killed dozens of people on one street in Butcher, Yablonska Street, as they tried to secure a route to the capital. We identified the main unit responsible, the 234th Guards Air Assault Regiment, a paratrooper unit based in Peskov in Western Russia. Wherever they moved, we found conclusive evidence, directly linking that unit and its commanders to the killings of civilians. Vladimir Lizovsky lived by this corner and sometimes filmed the Russians from his attic window. On the morning of March 18, 2022, he filmed Russian soldiers detaining a group of men and then executing them. The three men were Dmitro Shkirinkov, Maxime Kiriev, and with his hands tied behind his back, Alexander Tumak. Soldiers took Maxime's phone and at least 12 of them used it to call Russia just hours after he was killed. We confirmed that at least eight of the soldiers who used Maxime's phone are in the 234th, and our analysis of other calls made to Russia shows that at least 22 soldiers in the 234th used the phones of Ukrainians killed along Yablonska Street. Military commanders can be held accountable if they knew or should have known about the crimes their troops committed. And in Butcher, we know that commanding officers were walking among the dead. The person in charge of the 234th regiment is Archion Gorodilov. Two power troopers with the unit who served in Butcher told us the Gorodilov was there with them. Gorodilov was barely out of Butcher when he was promoted at this public ceremony with the head of the airborne forces, Andrei Serjukov. High-level commanders like Serjukov and Gorodilov's immediate superior, Sergei Cheubarkin, also bear responsibility for these atrocities, whether they were on the ground or not, the killings continued for weeks on their watch and have never been investigated. Butcher is a community still traumatized by Russian violence. The dozens of victims we documented on Yablonska Street are among over 400 people killed in the town in March last year. Cremlin officials have continued to deny what happened, but the evidence is clear. Russian commanders and soldiers from at least one military unit killed civilians for weeks, assuming or perhaps hoping that no one was watching."
35,7203749692080098606,2023-02-24T10:48:08,180.0,US,,9620.0,391.0,231.0,79900.0,"When Russia invaded Ukraine on this day last year, its leaders thought Kyiv would fall in just 18 hours. It did not. In the Kyiv suburb of Bucha, which Vladimir Putin’s forces occupied for a month in March, especially chilling scenes of atrocities against civiilians soon emerged. Our visual investigations team used exclusive phone logs, military files and hundreds of videos to name the Russian unit and commander responsible for killing dozens of people along one street in Bucha.",False,,nytimes,The New York Times,,,,,,True,Russian Invasion of Ukraine (2022),2022,@nytimes_video_7203749692080098606.txt," When Russia invaded Ukraine this day last year, its leaders thought Kiev would fall in just 18 hours. A year later, the devastating war wages on marked by heinous atrocities. Some of the most chilling images came from Butcher, a town that Vladimir Putin's forces occupied in March. Using exclusive phone records, documents, interviews, and thousands of hours of video, we have revealed how a Russian paratrooper unit killed dozens of people on one street in Butcher, Yablonska Street, as they tried to secure a route to the capital. We identified the main unit responsible, the 234th Guards Air Assault Regiment, a paratrooper unit based in Peskov in Western Russia. Wherever they moved, we found conclusive evidence, directly linking that unit and its commanders to the killings of civilians. Vladimir Lizovsky lived by this corner and sometimes filmed the Russians from his attic window. On the morning of March 18, 2022, he filmed Russian soldiers detaining a group of men and then executing them. The three men were Dmitro Shkirinkov, Maxime Kiriev, and with his hands tied behind his back, Alexander Tumak. Soldiers took Maxime's phone and at least 12 of them used it to call Russia just hours after he was killed. We confirmed that at least eight of the soldiers who used Maxime's phone are in the 234th, and our analysis of other calls made to Russia shows that at least 22 soldiers in the 234th used the phones of Ukrainians killed along Yablonska Street. Military commanders can be held accountable if they knew or should have known about the crimes their troops committed. And in Butcher, we know that commanding officers were walking among the dead. The person in charge of the 234th regiment is Archion Gorodilov. Two power troopers with the unit who served in Butcher told us the Gorodilov was there with them. Gorodilov was barely out of Butcher when he was promoted at this public ceremony with the head of the airborne forces, Andrei Serjukov. High-level commanders like Serjukov and Gorodilov's immediate superior, Sergei Cheubarkin, also bear responsibility for these atrocities, whether they were on the ground or not, the killings continued for weeks on their watch and have never been investigated. Butcher is a community still traumatized by Russian violence. The dozens of victims we documented on Yablonska Street are among over 400 people killed in the town in March last year. Cremlin officials have continued to deny what happened, but the evidence is clear. Russian commanders and soldiers from at least one military unit killed civilians for weeks, assuming or perhaps hoping that no one was watching."
