File Name,Content,Subjectivity/Objectivity
@dafattdame_video_7342902064458059051.txt," Now lets do a challenging Over descobiving, Sound of a",subjective
@jillianforcd2_video_7341155700640402730.txt," Come on and vote with me. I've got my ballot right here ready to go. Let's take a look at it. I'm definitely voting no on Prop 1. It doesn't add any funding to our already strained system and would hurt the county to fund the state. We all know that we need more funds and services allocated to mental health, but Prop 1 just isn't it. But I'm voting hell yes on HLA. This will make the city finally enact the mobility plan, which means when they repaid the streets, that they will have to install safety measures that will protect pedestrians and cyclists. Have no idea how to vote? Don't worry, I got you. Check out bit.ly-4n-flash-LA-boterguides-2024. Oh, and if you're in District 2, which is North Hollywood to Luke a Lake Valley Village, Valley Glen, Studio City Sun Valley and Van Ays, you may see a familiar name on the ballot. Please vote for me. My name is Shilian Burgos, and I'm running for Los Angeles City Council District 2.",subjective
@cookies_anddreams_video_7280192256311610666.txt, Can you trust me?,subjective
@dailywire_video_7343360116793675051.txt," Big night for President Trump, he won basically every single state. There was one exception to that, Nikki Haley won Vermont, otherwise Trump won everything. Here is President Kofefe's victory. Well, thank you very much. They call it Super Tuesday for a reason. This is a big one. And they tell me the pundits and otherwise that there's never been one like this, there's never been anything so conclusive. This was an amazing, an amazing night, an amazing day. It's been an incredible period of time in our country's history. It's been said in so many ways, but I think it's going to be inspiring because we're going to do something that frankly nobody's been able to do for a long time. Very exciting for President Trump. Nikki can say that she got a victory. She got a victory in Vermont, but other than that, the writings on the wall.",subjective
@sinixstar5.0_video_7333414541360958762.txt," Complete honesty, you're not wrong. It is not uncommon for there to be fights. It is not uncommon for there to be screaming matches. It is not uncommon for people to be asked to leave for being disruptive or being overly aggressive. Those are things that do happen. Because it's not like there's just like, okay, you catch your vote and this is the winner and we all go home. It's an ongoing process. There's typically two or three ballots and you're in a room with all these people and you can interact with them. It's not uncommon ahead of the caucuses for campaigns to reach out to people that they know our supporters and say, hey, here's information about the campaign. Here's campaign talking points. Here's the policy positions. Make sure you're informed. Because it's a very interactive process. You're in a room with these people. You can talk to people and try to get to change their mind and try to get them to come over to your side. Not everybody is friendly about it. The caucus I went to in 2008, we had a couple of people show up the so-called Hillary's Tigers. If you remember that movement in the 2008 primary, they came in and it was really fucking obvious right off the bat that they were trying to provoke people. Basically what they were trying to do is provoke reactions from people so that they would be asked to leave. They were targeting Obama supporters and they were trying to start arguments with Obama supporters and trying to start fights with Obama supporters, hoping somebody would fly off the handle and get asked to leave. Luckily, where I was and that wasn't an uncommon thing in 2008 from what I understand. I talked to several people that had a similar experience. Where I was, the person running the caucus was really quick to be like, hey, you're going to be respectful or you can fucking go. Those are your choices. Be respectful. Get yourself under control. Cut the shit or there's the door and they chose to leave. The irony is there were like two or three of them and if I recall, Hillary only lost by like two votes. If they would have just stayed, if they were to just acted normal and stayed, she would have won that precinct. But that's not why they were there. They were there to start shit and get other people thrown out. That kind of shit does happen. Especially in this political climate, I can completely understand supporters of somebody like Nikki Haley not wanting to show up at a caucus in a room full of fucking Trump supporters. In a room full of people that threatening to go to fucking war for Trump, I can completely understand people not wanting to be in that room. Which is why I find it so amusing that the Republican Party fought so hard for fucking caucuses. Now, I don't know where the majority of the caucuses were held in the bad. I haven't looked into it that much. But if it wasn't run by the state and it wasn't run by the official, like, hey, this is the official election, I imagine it happened at Republican County headquarters at the county party offices or something like that or restaurants or whatever, which are probably not going to be very big places and they can probably pretty easily easily control who comes in and who doesn't. So when I said, like, just looking at the circumstances and how this unfolded, it's pretty fucking clear that the Republicans had their thumb on the scale. Yeah, it's pretty fucking clear.",subjective
@cnn_video_7341090392063905054.txt," Would you vote for Donald Trump over Joe Biden? No, no, absolutely not. I mean, for me, there are two factors in deciding who I want to have as the leader of my country. One is their position in policies. And on foreign policy, I'm not aligned with Donald Trump, at least as I understand his policy. And domestic policy, yeah, I align with many of his domestic policies. But there's another dimension besides policy. And that's character. And I think what America is as a nation, what is allowed us to be the most powerful nation on earth and the leader of the earth is the character of the people who have been our leaders. Having a president who is so defaulted of character would have an enormous impact on the character of America. And for me, that's the primary consideration. So I think I could win. Oh, sure, I think he can win. I mean, today it's kind of a toss up. But if the election were actually held the day, I think he'd probably win.",subjective
@theprogressiveparamedic_video_7298111710995467563.txt," One year until the 2024 United States presidential election, it's Tuesday, November 5th, 2024, and here's everything you need to know. I tried making this before and it wouldn't upload TikTok hates me. Below in yellow are the states that the consensus that 270 to win.com have, for the states that in best case and worst case scenarios could go Democrat or Republican. And to start simply both major parties, the Republicans and the Democrats could possibly win a trifecta. That is full control over the presidency, executive branch, as well as both chambers of the legislative branch. Now, our country is operated under a two party system for most of its existence. The merits of that can be debated. But I'm operating under the belief that although there will be a possibly large and influential effect by third party candidates in the 2024 election, there's no scenario. I can currently envision that doesn't result in either the Democratic or Republican parties winning the 270 electoral votes needed to become president. Here's a quick look at the party system. In the United States, it's very interesting. Some would say there's seven party eras, but basically since 1860, it's been the Democrats and the Republican in some version. This is the 2020 map and where we left off before. And remember, a rematch is not yet set in stone before anything. We have the primaries. Trump is still firing away the main choice for most Republicans and Biden is plus 60 over his only real competitor right now as Williamson. Here's the list of who's actually running for president right now. And in my opinion, the Republicans will go for Trump unless one anti-tremaponent can consolidate support early. And for Biden, I just feel like he's the only one being put put forth right now in the NC incumbent. So he's going to be the candidate that this below is the 2024 consensus map right now. There are five toss-ups, Pennsylvania, Arizona, Wisconsin, Nevada, Georgia. And this is what I think the easiest path to 270 for the Democrats is maybe some of Wisconsin for Arizona, but same case, this is the primary schedule, post or read, super Tuesday's March 5th. And that's pretty much one will know who is going to run away with the Republican primary and the Democratic. And this is the earlier major candidate filing deadlines by state. As you can see, Nevada New Hampshire passed, but everything else hasn't yet. So if you still want a primary challenge to Joe Biden from a Democrat, you have some time, but you're running out of time. President Donald Trump Ricketts.",subjective
@jason_mraz_video_6800207915803331846.txt, Have you ever had dreams that you had? You could do what you want.,subjective
@brittany.u.s.a_video_7357237368451108138.txt," I love that news. Love good news. I just love goodness. I love the bus. Oh, wrong. In, wrong. Yes, rapper alive. Tupac. I love Venn diagrams. I really do. I love Venn diagrams. It's just something about those three circles. Oh, no. Do not come. I'm going to come. We did it. We did it, Joe. You're going to be the next president of the United States. To work out. That's when you did the. We did it, Joe. So I've got to ask you. All right, best. Talking about the significance of the passage of time, the significance of the passage of time. So when you think about it, there is great significance to the passage of time in terms of what we need to do. And there is such great significance to the passage of time. Who doesn't love a yellow school bus? Can you raise your hand if you love a yellow school bus? Right? That's a wow. Poor, I'm not. OK. OK. OK. OK. OK. OK. I'm going to come. I'm going to come. I'm going to come. I'm going to come.",subjective
@silkysmoothnews_video_7358602349482544430.txt," We're outside of Trump rally now. Trump is just selling bibles for 60 bucks So we created our own Bible the Trump Bible get your Bible. Let's get your Trump Bible here The good book is now a great book. Would you guys like to get grifted? I'm selling bibles a great storm was coming across a great land And Donald Trump said unto his servants. I shall change the path of the hurricane with this Sharpie Trump said unto the people check his birds or Difficult. I've lasted me to sell bibles, isn't it? Oh, it is blessed me to sell bibles I guess so, but Donald Trump selling 60 dollar bibles right now the 10 commandments thou shalt commit adultery It's just the opposite of the Oh, this is the Trump is the Trump version So you don't think Trump has cheated on his wife? Probably did yeah, you could Trump Bible. Oh, how much are they always $10? Yeah, yeah, we'll each take one",subjective
@lonestarleft_video_7281784893955214635.txt," I'm Texas Emilia Angela Paxson and I'm coming to you today from Round Zero of the Texas Attorney's Journal. It's all Paxson and Beach but Fondest and Fri. You're pitching for our Austin. PANET B. You're seeing it for yourself with your very eyes. Oh, I can't believe it. Fondest, oh, I can't believe it. Not my own clothes. After all. Well, I'll tell you this. Can I ever be ready to get past all of this? Yes. I don't want to be ready to get back in the line for you. I'm really, really, very scared. It's my heart. I'm going to do what I've added, which is to radiate. It's something I want to come to.",subjective
@genzforchange_video_7256501960914783530.txt," I'm sorry, you can't use those. What are you talking about? Who are you? I'm your Republican Congressman. Now that we're in charge, we're banning birth control. This is our decision! Not yours! Get out of our bedroom! I won the last election. I'm not going anywhere. I'm just gonna watch and make sure you don't do anything illegal.",subjective
@lizfromiowa_video_7209038273472171307.txt," Today, fascist governor, I mean Florida governor, Rhonda Santas came through Iowa for a couple of events. And at the event in Davenport, this hero gave a handmade gift to both Rhonda Santas and Kim Reynolds. They are snowflakes, which from first glance it looks like she's owning the libs. But if you look closely, the snowflakes say fascists. And she gave one to governor Reynolds. And a Santas that's so funny. Who is this hero? Step forward.",subjective
@grant.mooney_video_7161550827532930346.txt, I'm Susan Mendoza. I've worked hard to help people and fix our state's finances to get Illinois ready for its growth spurts. This tiny lady got rid of Illinois's huge backlog of unpaid bills. She delivers big! She's a bug that gets you... What the fuck?,subjective
@thelitttleone_video_7239076289397673259.txt," First question is who do you prefer Donald Trump or Joe Biden? Neither. Okay, why not? Why do I like neither? Fog with Bernard Sanders.",subjective
@ky.deserves.moore_video_7317297478381079854.txt," Hey y'all, let's chat today about something most of you probably never think about. Caucuses are in our state legislature. Buckle up. You may have heard of the Republican caucus or the Democratic caucus, but there are more than 20 others in Kentucky state legislature. So what's a caucus? But simply, it's lawmakers who share a similar interest and may want a team up to work towards common goals. And these are open across party lines without the constraints and the rigidity of formal committees. So for example, we've got the women's caucus and they advocate for women's issues and is primarily made up of women legislators. There is a central Kentucky caucus focusing on local needs here and central Kentucky. And of course, being Kentucky, we have E-quine and Burmaterial caucuses that prioritize two of our state's premier unique industries. And here's something to think about. In our state legislature, there's no veterans caucus, no young family caucus, no disabilities caucus. And I imagine no group of veterans are those specifically looking out for our veterans who've given so much. No caucus made up of legislators working with young families who know exactly what Kentuckians like themselves are going through right now. And surprisingly, no caucus for legislators who are disabled themselves or have a special calling to help Kentuckians with disabilities. Now this post is not about playing the blame game or saying anyone's doing something wrong. Simply noticing that there are things that are missing. I know there are many who feel that the political system doesn't care about them, doesn't think about them, does not prioritize them, but those Kentucky voices matter. And caucuses might give them the attention that they deserve. One of the reasons Kentucky's deserve new legislators is because we need fresh perspectives and outside opinions. It's because it's the way we've always done it is never about excuse to remain stagnant with the past. As an army veteran and a father to a six year old son, I personally want to found caucuses for our veterans and our young families. And I hope other 2024 freshmen members bring their ideas to better represent all Kentuckians as well. Thank you.",subjective
@minnesotadfl_video_7112092364524703022.txt," Minnesota is democracy's north star, ready to be a launching pad for the democratic nominating process. Since 1944, unity and inclusion have been the hallmark of the DFL. We know how to bring diverse coalitions together to turn purple, votes blue, and win elections. Minnesota is home to fast growing racial and ethnic diversity. We have the highest percentage of LGBTQ residents of any state in the Midwest. Minnesota has the highest percentage of union membership in the Midwest, and our agricultural and rural voters show up. From the iron range to the cities, we know how to engage voters, whether it's to volunteer, to listen to candidates, or to vote. This high level of engagement, combined with our strong voting laws, means Minnesota ranks first in the nation for voter turnout, and has the highest turnout for every presidential election in the last 20 years. That doesn't just happen. Leadership matters. The DFL's strong party infrastructure affords all candidates a chance at success. We reach out and we mobilize. And the DFL is home to one of the most diverse groups of leaders in the nation. Now, Minnesota's success can be a blueprint for national Democrats, where a microcosm of the country, and a perfect place for presidential candidates to show they can build coalitions that will win national elections.",subjective
@meidastouch_video_7298788606049652010.txt, Unfortunately no cow tuned at this point. Where shows what this chick brother thinks. What does theår here mean?,subjective
@blackjackamerican_video_7313701161041759531.txt," Actually, Chris had done. Here you go. Constitutional amendments affecting voting rights. The 15th Amendment gave African-American men the right to vote. The 19th Amendment ratified in 1920, gave American women the right to vote, the 24th Amendment. Limited poll taxes and the 26th lower the voting age for all to 18. Those are the constitutional amendments that govern voting, but it actually does not say in here. You've got to be a citizen to vote. I've read it a few times. Being a little facetious with a few. Probably people keep it on their desk. I actually used to give mouth to all my customers as a thank you gift. Have a great one man.",subjective
@trucker_wranga_video_7287013840183627009.txt," Oh, we're not gonna take it Oh, we ain't gonna take it Oh, we're not gonna",subjective
@convoswithconjay_video_7233495926554332458.txt," Should someone have a government issue ID to be allowed to vote? No, I think it's a right that we should all be served and to have to go through the process of getting an ID for that. I don't think it's necessary. If you're a US citizen, then I think that's already enough qualification for it. How do we know if someone is a citizen or not? I would assume that you have to prove some sort of identification.",subjective
@fierymasala_video_7194136522474409259.txt," Nymrata, Randahawa? Really? Nikki Haley? Do you understand? Africans were brought over here. enslaved and take their identities were stolen from them. But yet you just want to give up your identity just to conform and try to be European. That's really weird.",subjective
@rachellapointe_video_7353821309538684203.txt, You think you just fell out of a coconut tree? You exist in the context of all in which you live and what came before you.,subjective
@tyler_loriel_video_7343034770567253290.txt, I'm a lobbyist. Of course I've met your faith in politician and didn't think it was a big deal. I'm a lobbyist. Of course my friends and family ask what I do for work and I explain it to them all the time. And they still don't understand. I'm a lobbyist. Of course I'm gonna tell you about the unintended consequences of your policy decision. I'm a lobbyist. A person is very my work bag and a person's side because I have to nurse and receptions to go to.,subjective
@sunchild186_video_7204522541266914606.txt," Giorno! Well done for the Giorno! Hey! Giorno! Come on, come on, come on, come on, come on, come on, come on! Knees! More! Ah! I want to watch you mean! Well done for the Giorno! We're taking...",subjective
@ryzehendricksmusic_video_7159980778292825390.txt," Music Not into politics, not sure if you want to vote Guides.vote will help you with the approach You think all candidates are the same? Nobody to put your faith in? Guides.vote give accurate information These guys give you quick research on each candidate The site makes voting easier So don't abandon it, it's no bias Fact check from the best team Journalists from LA Times, Time Magazine Not sure about the candidates and what's their plan? The guys give you info on where they stand So instead of being quiet, let them hear your voice Select Guides.vote, help you with that choice",subjective
@daviddoel_video_7332908618490105094.txt," You are witnessing history. Quote on quote, none of these candidates is the winner of the Republican presidential primary in Nevada, defeating real person Nikki Haley with 63.2% of the vote to 30.5%. So what happened here? Well, a new Nevada law requires each party to hold a primary. And of course, the states Republican party disagreed. So they've decided to also hold caucuses. But because a candidate can't be in both the primary and the caucus, Nikki Haley decided to be in the primary while Donald Trump decided to be in the caucus, which Trump is expected to win on Thursday with very little competition, receiving all delegates as the party is only choosing to recognize the caucus results because they want to back Trump. So the vast majority of Republican voters are so loyal to Trump that they took valuable time out of their day to go vote for literally no one, just to send a message.",subjective
@megdaw9_video_6896151184130821382.txt," A land doesn't vote. Oh really, that's interesting, tell me more. I mean, we should just eliminate the electoral college. It's not fair at all. It should go off the popular vote. Everyone's vote should count the same. Uh-huh. Okay. Okay, so when there are two groups, whichever group has the most people, should be able to make all the decisions. I mean, yeah. Even if the two groups are from very different places and have very different needs. What's your point? I guess it just sounds like you're saying the needs of the minority aren't as valid as the needs of the majority. I didn't say anything about minorities. You didn't have to.",subjective
@joshhelfgott_video_7162330735800732974.txt, One of the most homophobic politicians is about to take control of this country and what's most terrifying is you probably haven't heard of him. We all might have a crazy uncle. He's not just against gay marriage. That kind of goes off the rail. Adam Lack saw police. Schools should not help LGBT students when they're getting bullied. Doctors should be allowed to refuse medical care to LGBT people a few weeks ago. 14 members of Adam Lack's family and thus they were supported. Katherine Cortez-Mastos.,subjective
@donnathelibrarian_video_7185689471558487338.txt," Roper Center for Public Opinion, how cool is this? Better known as eye poll. You can look at all types of public opinion polls from way back in the day all the way to current. This question was, should homosexuality be legal? They didn't think so. Let's find another question. These are from 1986. Do you know someone who is a homosexual? They didn't think so. Anyway, it's really super fascinating and should take a look. Let's find how to get there. Go to the library homepage, data bases. Search eye poll, IPOL, Roper Center for Public Opinion Research. And you can search for any topic or I like to go to their topics from abortion, civil war, economy, education, guns, women's rights, all those controversial topics are there neatly packaged for you. Again, it goes all the way back decades and decades to current Roper Public Opinion poll.",subjective
@kidwithropesandyoyos_video_7311315744296275230.txt," Now I'm 23, there ain't nobody you can dream about me To not be 24, no no, there ain't no more I know what you're taking for, I'm waiting I'm waiting",subjective
@soundness.jukebox_video_7253263723157032198.txt," I congratulated Donald Trump and offered to work with him on behalf of our country. I have just called President Obama to congratulate him on his victory. I had the honor of calling Senator Barack Obama to congratulate him. I spoke to President Bush and I offered him and more of our congratulations on their victory. Now the U.S. Supreme Court has spoken. While I strongly disagree with the Court's decision, I accept it. The President by a part is not my enemy and I wish him well and I pledge my support and America must always come first so we will get behind this new President which is which we will have. The nation faces major challenges ahead and we must work together. He is one. We are all Americans. It's our President. It's bringing about an order transition of government in the weeks ahead. I congratulate you on your victory. Congratulations on your victory. We've got a president elect so they have my help. Cheers. I have no bitterness, no record, tall. People have my whole heart to the point I've got. People have rendered their verdict and I gladly accept it. I urge all Americans the United behind you and every good American will hold heart to the extent that the will of the people. I accept the result of the election with complete goodwill. This is an embarrassment to our country. We were getting ready to win this election. Frankly, we did win this election.",subjective
@robertfkennedyjr24formd_video_7303273989143530795.txt, Someone cooked here.,subjective
@isopghost_video_6823432041460256006.txt," Mike Pence hates me this I know For I wasn't born ahead a row But that's okay, I don't need his love Cause I have Lady Gaga",subjective
@anat.international_video_7342668168785120555.txt," I don't believe in US democracy and I for sure don't believe that changing the individual in charge will change the system as a whole or the foreign policy that the US has maintained towards Palestine. And with that being said, I urge every single one of you who is American who has the right to vote in this country to vote uncommitted in the primaries. Look up when your primary is in your state. I know that Massachusetts has its primary tomorrow Tuesday March 5th. If all that it does is send a message to the Democrats that Americans are not buying their crap anymore, then so be it. You don't lose anything by going to the primary tomorrow and circling uncommitted where it says presidential candidate. Because apparently the Democratic Party is extremely dense and thinks that the reason why people in Michigan voted uncommitted is because it was just like all the Arabs. This is your chance to send the Democratic Party a message that the Palestinian cause has now been internationalized, that there is international solidarity with the Palestinian cause across races, across class, and across all ethnic backgrounds. People are coming out in droves in support of the Palestinian people.",subjective
@thegossipgrid_video_7330824304994635050.txt," I'm not a fan of the music, but I'm a fan of the music. I'm not a fan of the music, but I'm a fan of the music. I've got pain in my heart, gone in love in my soul. Easy come, but I think, easy go. I need you so, all the times I'm so slow. Sherry, Sherry lady, going through a motion. Look this way, you find it, listen to your heart. Sherry, Sherry lady, living in devotion. Always like the first time, let me take a ball. Sherry, Sherry lady, not the start of war.",subjective
@nbcnews_video_7343108397945851167.txt," The biggest surprise of the night has come in a race flying totally under the radar in American Samoa. NBC News Decision Deaths can project that little known Democratic presidential candidate Jason Palmer, a 52-year-old Maryland-based entrepreneur, has won the Territories Democratic Caucus over President Joe Biden. Still, the president has won every other contest. He's won it big.",subjective
@hunttc_video_6800150401204243718.txt, Did a full 180,subjective
@jonahjigz_video_7355720234210430254.txt," 12 of Jim Rose were like legalized, tribunalized, legalized, and abolic steroids. Just remember who made it illegal in the first place. Let me show you. The Steroid Trafficking Act 1990 was sponsored by none other than Senator Joe Biden, a Democrat from Delaware, yours truly. And then there was expanded upon 2004. Once again, sponsored by Senator Joseph Byte from Thurver. It's made damn near all steroids, scheduled for the substance to be in the legal business. So remember that this upcoming voting season. Legalized, and abolic steroids.",subjective
@audmb_video_7310320007521570090.txt, I'm sorry but I quit. This was fun. Have a wonderful life. Love you!,subjective
@arianajasmine____video_7270918979894398250.txt," We don't need to bring in a rookie. We don't need to bring in people without experience. We need to bring... I'm gonna hit you, shit. I'm gonna hit you, shit. Climate change agenda is a whole to safety. The climate change agenda is a whole to safety. Climate change is also real. I'm not denying the under-reality of the underlying reality that global surface temperatures are going up and in part do to human activity. I will not let you down. I'm gonna say... I'm gonna say... I've had enough. I've had enough already tonight. Of a guy who sounds like Chachi-P-T, standing up here. Who the heck is this skinny guy with a funny last name and what the heck is he doing in the middle of this debate stage? I'll tell you, I'm not a politician. Of a mill workers' son, who dares to defy the odds. The hope of a skinny kid with a funny name who believes that America has a place for him too.",subjective
@user610542069_video_6921550158127844613.txt, ishm,subjective
