,video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,search_term,year,File Name,Content
10,7203749692080098606,2023-02-24T10:48:08,180.0,US,,9620.0,391.0,231.0,79900.0,"When Russia invaded Ukraine on this day last year, its leaders thought Kyiv would fall in just 18 hours. It did not. In the Kyiv suburb of Bucha, which Vladimir Putin’s forces occupied for a month in March, especially chilling scenes of atrocities against civiilians soon emerged. Our visual investigations team used exclusive phone logs, military files and hundreds of videos to name the Russian unit and commander responsible for killing dozens of people along one street in Bucha.",False,,nytimes,The New York Times,,,,,,True,Russian Invasion of Ukraine (2022),2022,@johannaruediger_video_7224542154255846682.txt," If you are planning to fly in or out of Germany in June, you might want to rethink that. There could be cancellations, delays, at least between these two dates. NATO will fly its biggest exercise in history right here in the skies over Germany. Why are they doing this? To improve corporations between nations and their armed forces, says NATO. And sure, they are ready to defend at any time. But there won't be a total Luftraum Spell as this comment mentions. The exercise will only last a couple of hours per day, so the rest of the time planes can still take off. And only in certain regions of Germany. But it's unclear yet which flights are affected. So please check with your airline if you are traveling during that time."
11,7104631486271327493,2022-06-02T09:18:48,50.0,GB,,425.0,16.0,25.0,29700.0,#ukraine #ukraine🇺🇦 #ukrainewar #ukrainenews #slavaukraini #putinwar #putinwarcrimes #kyiv #kharkiv #mariupol #odessa #latest #latestnewsupdates #news #ukrainenews #newsupdate #🇺🇦#russiavsukraine🇷🇺vs🇺🇦 #timelapse #war #progres,False,,freshcoatofpaint,Tommy,,,,,,False,Russian Invasion of Ukraine (2022),2022,@aliyevaal_video_7245310088544554286.txt," It's Sunday morning and you're making a wife's favorite blueberry muffin. You just got back from afar. I try not to get sentimental online, but let me explain why I religiously watched him's videos. I'm from Ukraine and in 2014 I lost my home. Back then I was 16 years old and my dad was actually around the same age as Tim right now. When we still lived in Lohansk my mom used to film absolutely everything. She would film my fights with my sisters, she would film all of the playtime, all of the vacations, we had thousands of videos. When we left our home and we started rebuilding, we lost so many things. My parents lost the business which they've been building for 30 years, we lost our house, we lost our dogs. And the thing which I'm still thinking about today is that we lost those videos. I was so confident that one day I will show them to my grandkids. I wanted not to only capture those moments in my head but I wanted to relieve them and share those happy moments with my family. Ever since 2014 I never felt like home. I lived in amazing places and I've been so privileged to experience those amazing places but I never felt like home. And watching his videos is the closest thing I feel to home because it's this happy feeling which I never experienced since that time. Guys my zodiac sign is cancer that's why I'm like so sentimental the only zodiac sign which is cold after a disease. But I also want to point out that the way people see Ukraine right now is really not who we were. We were simple people who had our big and small dreams. We were enjoying the small things and then we lost the opportunity to enjoy the moment because the only thought in your mind became how do I survive and how do I make sure that my family as well. So I want to thank Tim for making me feel like home when I'm far away from one. I'm sure that one day I will be able to come back and hopefully I will find those videos but in the meantime thank you for making me feel like home far away from home."
12,7303270528096226603,2023-11-19T15:19:52,71.0,US,,779.0,0.0,23.0,11600.0,#greenscreen the BTR-80. #fyp #fypシ #foryou #foryoupage #miltokcommunity #miltok #military #army #navy #airforce #marinecorps #usmarines #marine #coastguard #spaceforce,False,,kagan_dunlap,Kagan Dunlap,,,,,,True,Russian Invasion of Ukraine (2022),2022,@yaninamak__video_6982981577680768262.txt," Teaching Americans you Korean superstitions Hmm someone is thinking about you What? Oh come on you don't know this one If you have hiccups it means that someone is thinking about you And to stop hiccups you just have to guess who it is How? Just start saying the names of the people you know And then when you guess who it is All your hiccups will be just gone on their names Okay Uh, G-Y-A-T-O-K My ex? My ex? My ex? Yes! You see you stuck up to him! I knew he still thinking about me"
13,7176858330370198830,1969-12-31T19:00:00,,,,,,,,,False,,,,,,,,,False,Russian Invasion of Ukraine (2022),2022,@charli.hayes_video_7032012400874360069.txt, I'm not really sure how to feel about it
14,7068381111541550382,2022-02-24T15:48:45,31.0,US,,7431.0,232.0,176.0,211800.0,2022 Russian invasion of Ukraine: UPDATES #fyp #news #foryou #foru #breakingnews #russia #ukraine,False,,what.you.missed.today,News You Missed Today,,,,,,False,Russian Invasion of Ukraine (2022),2022,@diedat19_video_7215979491305278725.txt, Mei pad Xin
15,7349204506141396266,1969-12-31T19:00:00,,,,,,,,,False,,,,,,,,,False,Russia,2022,@unrefugeesuk_video_7211564395254664453.txt," Since the start of the Syrian crisis 12 years ago, more than 14 million people were forced to flee their homes looking for safety. Humanitarian needs are at their highest, and people desperately need help. More than 5.5 million Syrians are still refugees in the five neighbouring countries of Lebanon, Jordan, Turkey, Iraq and Syria, and are slipping further into poverty. The February 6 earthquake exacerbated this fragile and complex situation for millions of vulnerable Syrians and has added more burdens on them as they try and protect and provide for their families. Visit our website to find out more."
16,7068855801841978666,2022-02-25T22:30:47,18.0,US,,16.0,3.0,0.0,863.0,Russian planes invade Ukraine 🇺🇦🇺🇦🇺🇦#2022 #ukraine #foryou #war #fighter,False,,sandovalfollie752,sandovalfollie752,,,,,,False,Russian Invasion of Ukraine (2022),2022,@philipdefranco_video_7224598421699579178.txt," Ukraine's joining NATO, with NATO Secretary General visiting Kiev yesterday where he said that Ukraine's rightful place is in NATO, and adding that they belong in the Euro-Atlantic family and that all NATO members have agreed on their eventual admission. At the NATO summit this year, Ukraine will formally ask for membership and security guarantees, and Ukraine thanking NATO for starting negotiations on their eventual entry into the alliance, which it's crazy how Ukraine was never going to be let into NATO a year ago and then Putin willed it into existence. Followed by St. Anneloo,"
17,7323345585212280107,2024-01-12T20:15:00,59.0,US,,30400.0,495.0,264.0,588600.0,"Five months after Russia's invasion of Ukraine in 2022, an Asiatic black bear was found at an abandoned zoo in the Donetsk region. Now, the bear has a new permanent home at a Scottish zoo. #news #blackbear #ukraine #scotland",False,,abcnews,ABC News,,,,,,True,Russian Invasion of Ukraine (2022),2022,@ifyoudontknowcomeknow_video_7243107680712215851.txt," So when we studied nuclear weapons in the Air Force, when we went to war college about how to apply and deploy them in combat, the first way that we would use a nuclear weapon is as an EMP. So you would send it, you'd launch it, the whole world would see it coming, right? But then you would actually detonate at altitude. And you would detonate at altitude so that it would send a very large, wide spread, conical EMP that would short the fuses and communication devices of everything within its reach. Right? So two miles off the ground, you might be able to neutralize 15 square miles of landmass, right? Four miles off the ground, you could neutralize 50 miles of landmass. So are these accurate numbers? They're rough numbers. There's an exponential benefit to how far you could neutralize based on the altitude above ground. Right?"
18,7070140921765023019,2022-03-01T09:37:44,77.0,US,,136000.0,788.0,590.0,1100000.0,1 March 2022 — day six of #Russia war on #Ukraine @viceworldnews,False,,matthewcassel,matthewcassel,,,,,,False,Russian Invasion of Ukraine (2022),2022,@travelgrams_video_6806397953918438662.txt,
19,7211159439502494981,2023-03-16T11:01:37,12.0,UA,"antonov 225 rebuilt, antonov an225 mriya, antonov, an-225 plane, antonov 225 destroyed, antonov 225 flight, ukraine plane, Airplane, antonov 225 destroyed footage, an 225 landing",182600.0,3999.0,2338.0,1800000.0,🇺🇦 The Antonov An-225 Mriya was destroyed in the Battle of Antonov Airport during the 2022 Russian invasion of Ukraine 💔 More on my IG: lady.adventure_ #ukraine #ukraine🇺🇦 #war #ukrainewar #ukrainenews #ukrainetoday #standwithukraine #fyp #viral,False,,chernobyl_guide,Nataly,,,,,,True,Russian Invasion of Ukraine (2022),2022,@ashley_mf_d_video_7202937786083642667.txt, Нам в стратегической поражении хотят нанести и лезут на нашу ядерную объекту.
20,7203326030935837953,2023-02-23T07:24:02,16.0,AU,,30700.0,1109.0,3524.0,404800.0,1 year into the 3 day operation #ukraine #славаукраїні #путінхуйло🔴⚫🇺🇦 #zelenskyy #russia #putin #kyiv #🇺🇦,False,,loverofoldmen,mashka🇺🇦,,,,,,False,Russian Invasion of Ukraine (2022),2022,@lordtin4_video_7303921094140939551.txt," Да, действительно мы видим, что на всех конкурсах там в западных странах, для того чтобы что-то выиграть, нужно либо рассказать, написать, либо показать из жизни сексуальных менедшинств, трансгендеров, трансформаторов, много всяких названий. И они тоже эти темы, эти люди имеют право на то, чтобы выигрывать, показывать, рассказывать. Потому что это тоже часть общества. Это тоже то, чем живут люди. Плохо если только они выигрываются в их конкурс. Вот это ни к чему."
21,7113160688654208261,2022-06-25T08:56:26,17.0,DE,,647.0,68.0,47.0,39800.0,#ukraine #russia #map #war #foryoupage #xybca #map #empire,False,,berkxy5,Berkay¹⁹⁰⁵,,,,,,False,Russian Invasion of Ukraine (2022),2022,@muslim_helper_video_7357528548896427310.txt, וואו! פרצ mates! כזה לא שעושה וככ Windows אני שהח起來 Ramen ב�nosis המזר contin dividends
22,7203749692080098606,2023-02-24T10:48:08,180.0,US,,9620.0,391.0,231.0,79900.0,"When Russia invaded Ukraine on this day last year, its leaders thought Kyiv would fall in just 18 hours. It did not. In the Kyiv suburb of Bucha, which Vladimir Putin’s forces occupied for a month in March, especially chilling scenes of atrocities against civiilians soon emerged. Our visual investigations team used exclusive phone logs, military files and hundreds of videos to name the Russian unit and commander responsible for killing dozens of people along one street in Bucha.",False,,nytimes,The New York Times,,,,,,True,Russian Invasion of Ukraine (2022),2022,@actualidadrt_video_7308796265784020230.txt," El gigante energético ruso, Gazprom, realiza el primer envío de gas natural licuado por la ruta marítima del norte. ¿Cómo esto cambiaría la logística global? La noticia referida a la entrega del cargamento refleja la importancia estratégica de esta vida. La más corta para el transporte de cargas entre Asia y Europa, que podría reorganizar toda la logística global por su potencial como trayecto alternativo de navegación. Según las estimaciones cruzán la ruta marítima del norte a una velocidad media de entre 5 y 13 nudos, sin paradas toma entre 7 y 15 días, casi la mitad del tiempo que se tarda por el canal de Suez. Esto a Suez permite un ahorro de combustible y una reducción de los costos de flete. Uno de los desafíos que se presenta son las capas de hielo polar, que en los últimos años han ido desminuyendo por los efectos del cambio climático y el calentamiento global. Sin embargo Rusia posee una fluta de rompellielos, considerada como la más grande y potente del mundo. Además de tener rompellielos convencionales también cuenta con buques a proporción nuclear. Los planes de Rusia para impulsar el comercio a través de esta vía marítima no deben percibirse como una respuesta a las sanciones de Occidente. Porque se trata de una ruta global. Según el ministro ruso para el desarrollo del lejan oriente y el artico al XVI-Chicun-Kof."
23,7104631486271327493,2022-06-02T09:18:48,50.0,GB,,425.0,16.0,25.0,29700.0,#ukraine #ukraine🇺🇦 #ukrainewar #ukrainenews #slavaukraini #putinwar #putinwarcrimes #kyiv #kharkiv #mariupol #odessa #latest #latestnewsupdates #news #ukrainenews #newsupdate #🇺🇦#russiavsukraine🇷🇺vs🇺🇦 #timelapse #war #progres,False,,freshcoatofpaint,Tommy,,,,,,False,Russian Invasion of Ukraine (2022),2022,@arm47x0_video_7295055371725442337.txt, ''
24,7303270528096226603,2023-11-19T15:19:52,71.0,US,,779.0,0.0,23.0,11600.0,#greenscreen the BTR-80. #fyp #fypシ #foryou #foryoupage #miltokcommunity #miltok #military #army #navy #airforce #marinecorps #usmarines #marine #coastguard #spaceforce,False,,kagan_dunlap,Kagan Dunlap,,,,,,True,Russian Invasion of Ukraine (2022),2022,@elmina_tv_video_7214772724374179078.txt, The first statue of Liberty in USA was an African-American called Lady Liberty. This statue was made in 1848. She was from Gold Coast.
25,7176858330370198830,1969-12-31T19:00:00,,,,,,,,,False,,,,,,,,,False,Russian Invasion of Ukraine (2022),2022,@thetruthofthelie_video_7221125417904786693.txt," CNN does not want you to see this video and that's why they've hidden it on their website. But thanks to the internet, we're going to show it to you now. This is CNN covering Deneck, the Donbass being attacked by Ukraine. Watch. Petro Poroshenko will have a hard time winning back hearts and minds in this city as the people of Donetsk sweep up the debris of their homes and livelihoods. They are hardened against the President they say is killing his own people. We are Ukrainian, but they kill us, this man says. So we probably need our own country, but people in Kiev, they are not brothers for us. The shells hit these homes days ago, but the tears are still fresh. On the ground, it was so hard for two weeks, especially for 27, 28, 29, but only today it's a quiet. Is it an interoper? Sorry for any to go. Two people were killed outside this block of flats last Wednesday. One of them was a 50-year-old woman, the other a 34-year-old woman. Her husband, who won't talk to us, he says he's in shock, managed to make it down to the seller with their little child, but she just didn't have the time. And this is a story that repeats itself over and over in dozens of apartment blocks with civilians being killed by the constant"
26,7068381111541550382,2022-02-24T15:48:45,31.0,US,,7431.0,232.0,176.0,211800.0,2022 Russian invasion of Ukraine: UPDATES #fyp #news #foryou #foru #breakingnews #russia #ukraine,False,,what.you.missed.today,News You Missed Today,,,,,,False,Russian Invasion of Ukraine (2022),2022,@my.alter.e.hoe_video_7115407039181884715.txt, You can report what you asked to me in IT nations.
27,7349204506141396266,1969-12-31T19:00:00,,,,,,,,,False,,,,,,,,,False,Russia,2022,@sensational.tech_video_7173334133328989445.txt," In this video we will talk about one of the most powerful mobile rocket systems in the world. Yes, we will talk about the M142 high mobility artillery rocket system or high Mars. Welcome to the Sensational Tech Channel. The M142 high mobility artillery rocket system or high Mars is an autonomous vehicle that carries missiles. The M142 high Mars is a second generation missile defense weapon. The high Mars is an Army artillery rocket system capable of firing rockets and missiles up to 40 miles."
28,7068855801841978666,2022-02-25T22:30:47,18.0,US,,16.0,3.0,0.0,863.0,Russian planes invade Ukraine 🇺🇦🇺🇦🇺🇦#2022 #ukraine #foryou #war #fighter,False,,sandovalfollie752,sandovalfollie752,,,,,,False,Russian Invasion of Ukraine (2022),2022,@berkxy5_video_7113160688654208261.txt, Music
29,7323345585212280107,2024-01-12T20:15:00,59.0,US,,30400.0,495.0,264.0,588600.0,"Five months after Russia's invasion of Ukraine in 2022, an Asiatic black bear was found at an abandoned zoo in the Donetsk region. Now, the bear has a new permanent home at a Scottish zoo. #news #blackbear #ukraine #scotland",False,,abcnews,ABC News,,,,,,True,Russian Invasion of Ukraine (2022),2022,@jackthevoyager_video_6915695638504099078.txt,РИ
30,7070140921765023019,2022-03-01T09:37:44,77.0,US,,136000.0,788.0,590.0,1100000.0,1 March 2022 — day six of #Russia war on #Ukraine @viceworldnews,False,,matthewcassel,matthewcassel,,,,,,False,Russian Invasion of Ukraine (2022),2022,@margo_vich_video_7186725851365428523.txt," Belarusian things that could send Americans into coma. You know how in America will like smile at each other ask your Cushior. Oh, hey, how are you? How's your day going? They're like good. How are you? And you're like good? Yeah, that's not happening. If you try to pull that in Belarus, they're gonna think you're crazy. Don't smile Don't say a word. You're here for business get to the fucking point and leave get out the second thing is there are grocery stores inside of like big malls And I'm not talking about like on the same plaza. No, they're in the same building like you'll be shopping at Zara and then across the hall You see like a gigantic grocery store and like it just people with cards going around I know this was not super crazy, but I just noticed like I've never seen that in America I don't know. All right. This next one's gonna make you mad. It's actually Completely normal to get your waiter's attention by snapping your fingers and saying something like hey woman Or hey man like it's completely normal if you want to clap if you want to wave if you want to do a little dance You can do all that to get their attention. They don't care or maybe they do I don't know I've never asked them and people still do it"
31,7211159439502494981,2023-03-16T11:01:37,12.0,UA,"antonov 225 rebuilt, antonov an225 mriya, antonov, an-225 plane, antonov 225 destroyed, antonov 225 flight, ukraine plane, Airplane, antonov 225 destroyed footage, an 225 landing",182600.0,3999.0,2338.0,1800000.0,🇺🇦 The Antonov An-225 Mriya was destroyed in the Battle of Antonov Airport during the 2022 Russian invasion of Ukraine 💔 More on my IG: lady.adventure_ #ukraine #ukraine🇺🇦 #war #ukrainewar #ukrainenews #ukrainetoday #standwithukraine #fyp #viral,False,,chernobyl_guide,Nataly,,,,,,True,Russian Invasion of Ukraine (2022),2022,@cbsmornings_video_7347691916277845278.txt," President Vladimir Putin declaring he's been reelected for a fifth term after only token opposition and token is a word there. The official election results given more than 87 percent of the vote. Now, that sets him up to be the longest serving Russian leader in more than 200 years. There were small acts of protest during the contest held just a month after Putin's biggest predict that the election of all eight died in prison. Vladimir Putin used his victory speech to warn the U.S. and the West that he is going to win the war in Ukraine. No matter who wants to intimidate us or suppress us, he said they have never succeeded, and they will not succeed ever. During the election run-up inside Russia, all opposition was ruthlessly suppressed. Outside though, there was plenty. At Russian embassies across Europe and in Washington, Russian exiles lined up to vote and to protest. Many had supported the late opposition leader Alexei Navalny, who died mysteriously in a Russian prison last month. In Moscow, Putin spoke about Navalny directly for the first time. About his death, Putin said, it's very sad. But these things happen."
32,7203326030935837953,2023-02-23T07:24:02,16.0,AU,,30700.0,1109.0,3524.0,404800.0,1 year into the 3 day operation #ukraine #славаукраїні #путінхуйло🔴⚫🇺🇦 #zelenskyy #russia #putin #kyiv #🇺🇦,False,,loverofoldmen,mashka🇺🇦,,,,,,False,Russian Invasion of Ukraine (2022),2022,@newsweek_video_7076504717534203178.txt," As sanctions we will survive, the measures which the President and the government are developing, elaborating and they are being announced, this is only the beginning of our economy to adjusting, to get adjusted to the new situation. After 2014, as I started to say, we did gain experience to rely upon ourselves. The biggest lesson from this particular historic period is unlike what we saw after 2014, that now if there was any illusion that we can one day rely on our Western partners, this illusion is no longer there. We will have to rely only on ourselves and on our allies who would stay with us."
33,7113160688654208261,2022-06-25T08:56:26,17.0,DE,,647.0,68.0,47.0,39800.0,#ukraine #russia #map #war #foryoupage #xybca #map #empire,False,,berkxy5,Berkay¹⁹⁰⁵,,,,,,False,Russian Invasion of Ukraine (2022),2022,@banditgio171_video_7201980397591301382.txt," The dominance which they enjoyed in the world for at least five centuries is fading away Multi-poly world is a nerve-jink powers like China India Turkey Egypt Africa As as a huge a rich Continent and many people say that this is the future of the of the world Latin America of course Brazil, Argentina, Mexico Those powerhouses Of their respective regions and to a large extent for the world economy as China and India are You cannot ignore them and you cannot dictate to them that they should develop The way which will Continue to enrich the West"
34,7203749692080098606,2023-02-24T10:48:08,180.0,US,,9620.0,391.0,231.0,79900.0,"When Russia invaded Ukraine on this day last year, its leaders thought Kyiv would fall in just 18 hours. It did not. In the Kyiv suburb of Bucha, which Vladimir Putin’s forces occupied for a month in March, especially chilling scenes of atrocities against civiilians soon emerged. Our visual investigations team used exclusive phone logs, military files and hundreds of videos to name the Russian unit and commander responsible for killing dozens of people along one street in Bucha.",False,,nytimes,The New York Times,,,,,,True,Russian Invasion of Ukraine (2022),2022,@mankovic_11_video_7244952160025201925.txt, Shook on the phone Ils would knockут Public
35,7104631486271327493,2022-06-02T09:18:48,50.0,GB,,425.0,16.0,25.0,29700.0,#ukraine #ukraine🇺🇦 #ukrainewar #ukrainenews #slavaukraini #putinwar #putinwarcrimes #kyiv #kharkiv #mariupol #odessa #latest #latestnewsupdates #news #ukrainenews #newsupdate #🇺🇦#russiavsukraine🇷🇺vs🇺🇦 #timelapse #war #progres,False,,freshcoatofpaint,Tommy,,,,,,False,Russian Invasion of Ukraine (2022),2022,@russkommander_video_7296140478712417579.txt," Мы съесть контракт. Контракт с компанией. Контракт с родиной. Совестю. И мы будем исполнять его до конца. Живыми или мертвыми. Мы знаем, что попадем в ад. Но в аддуме будем лучше. Лучшее в аддум. Редактор субтитров А.Семкин Корректор А.Егорова"
36,7303270528096226603,2023-11-19T15:19:52,71.0,US,,779.0,0.0,23.0,11600.0,#greenscreen the BTR-80. #fyp #fypシ #foryou #foryoupage #miltokcommunity #miltok #military #army #navy #airforce #marinecorps #usmarines #marine #coastguard #spaceforce,False,,kagan_dunlap,Kagan Dunlap,,,,,,True,Russian Invasion of Ukraine (2022),2022,@vadskas_video_7320656404098845984.txt, Редактор субтитров А.Семкин Корректор А.Егорова Корректор А.Егорова
37,7176858330370198830,1969-12-31T19:00:00,,,,,,,,,False,,,,,,,,,False,Russian Invasion of Ukraine (2022),2022,@thehistorylegends_video_7106933407300488453.txt," However, this 20 km by 20 km square represents Ukraine's last rip on the separatist region of Luansk. If the Russians finalize the capture of all of Luansk, it will be an important political victory for Putin. That could even galvanize his troops. All this situation can be explained by President Elensky himself. He said that if he retreats to better positions, then it will be very costly in terms of losses to regain that ground. And this emitted five times more losses. But it also means that the Russians are in full control of the situation."
